#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Listeria monocytogenes","CFSAN009749",-,SAMN02677682 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427975.1 ,3.18755,37.9,-,AAAKMM01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/975/GCA_004427975.1_PDT000003995.6
"Listeria monocytogenes","CFSAN012358",-,SAMN02729962 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427995.1 ,3.06839,37.9,-,AAAKMJ01,34,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/995/GCA_004427995.1_PDT000027730.4
"Listeria monocytogenes","CFSAN012356",-,SAMN02729960 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428015.1 ,3.11918,37.9,-,AAAKML01,35,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/015/GCA_004428015.1_PDT000027728.4
"Listeria monocytogenes","CFSAN010089",-,SAMN02678942 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428035.1 ,3.13127,37.9,-,AAAKMT01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/035/GCA_004428035.1_PDT000004039.6
"Listeria monocytogenes","CFSAN007547",-,SAMN02569882 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428055.1 ,3.22728,37.9,-,AAAKMK01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/055/GCA_004428055.1_PDT000002460.8
"Listeria monocytogenes","CFSAN012363",-,SAMN02727331 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428075.1 ,3.10091,37.9,-,AAAKMX01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/075/GCA_004428075.1_PDT000036922.2
"Listeria monocytogenes","CFSAN010090",-,SAMN02678943 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428095.1 ,3.07255,37.9,-,AAAKMY01,17,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/095/GCA_004428095.1_PDT000004040.6
"Listeria monocytogenes","CFSAN010088",-,SAMN02678941 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428115.1 ,3.08089,37.9,-,AAAKMQ01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/115/GCA_004428115.1_PDT000004038.6
"Listeria monocytogenes","FDA00005098",-,SAMN02921360 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428135.1 ,3.20614,37.9,-,AAAKNA01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/135/GCA_004428135.1_PDT000173536.2
"Listeria monocytogenes","WAPHL-LIS-A00004",-,SAMN02689395 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428155.1 ,2.98621,37.9,-,AAAKMV01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/155/GCA_004428155.1_PDT000036838.2
"Listeria monocytogenes","MOD1_LS1007",-,SAMN02991391 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428175.1 ,3.2399,37.9,-,AAAKMW01,43,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/175/GCA_004428175.1_PDT000036935.2
"Listeria monocytogenes","FDA00007528",-,SAMN02937488 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428195.1 ,2.89122,37.9,-,AAAKPC01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/195/GCA_004428195.1_PDT000181556.2
"Listeria monocytogenes","MOD1_LS987",-,SAMN02990449 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428215.1 ,3.20427,37.9,-,AAAKNB01,53,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/215/GCA_004428215.1_PDT000036948.2
"Listeria monocytogenes","CFSAN022986",-,SAMN02990216 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428235.1 ,3.16325,37.9,-,AAAKND01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/235/GCA_004428235.1_PDT000036974.2
"Listeria monocytogenes","FDA00008493",-,SAMN03135535 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428255.1 ,2.96912,37.9,-,AAAKNU01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/255/GCA_004428255.1_PDT000178569.2
"Listeria monocytogenes","FDA00008497",-,SAMN03135539 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428275.1 ,2.94874,37.9,-,AAAKNO01,14,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/275/GCA_004428275.1_PDT000178568.2
"Listeria monocytogenes","PNUSAL000342",-,SAMN02400153 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428295.1 ,3.00187,37.9,-,AAAKRB01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/295/GCA_004428295.1_PDT000001242.3
"Listeria monocytogenes","PNUSAL000936",-,SAMN03013704 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428315.1 ,2.9586,37.9,-,AAAKQX01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/315/GCA_004428315.1_PDT000037871.2
"Listeria monocytogenes","PNUSAL000938",-,SAMN03013687 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428335.1 ,3.00371,37.9,-,AAAKRE01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/335/GCA_004428335.1_PDT000037872.2
"Listeria monocytogenes","PNUSAL000942",-,SAMN03013691 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428355.1 ,3.05572,37.9,-,AAAKRG01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/355/GCA_004428355.1_PDT000037879.2
"Listeria monocytogenes","VA-WGS-00291",-,SAMN02905092 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428375.1 ,3.07783,37.9,-,AAAKOM01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/375/GCA_004428375.1_PDT000037359.2
"Listeria monocytogenes","PNUSAL000944",-,SAMN03013693 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428395.1 ,2.9813,37.9,-,AAAKRH01,23,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/395/GCA_004428395.1_PDT000037881.2
"Listeria monocytogenes","FDA00008492",-,SAMN03135534 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428415.1 ,3.13482,37.9,-,AAAKNQ01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/415/GCA_004428415.1_PDT000178570.2
"Listeria monocytogenes","FDA00007519",-,SAMN02937479 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428435.1 ,2.95702,37.9,-,AAAKPI01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/435/GCA_004428435.1_PDT000181549.2
"Listeria monocytogenes","CFSAN023462",-,SAMN03002782 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428455.1 ,2.91515,37.9,-,AAAKOK01,68,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/455/GCA_004428455.1_PDT000037302.2
"Listeria monocytogenes","FDA00007522",-,SAMN02937482 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428475.1 ,3.02308,37.9,-,AAAKPA01,35,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/475/GCA_004428475.1_PDT000181547.2
"Listeria monocytogenes","PNUSAL000901",-,SAMN03013655 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428495.1 ,3.00366,37.9,-,AAAKQD01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/495/GCA_004428495.1_PDT000037839.2
"Listeria monocytogenes","FDA00007520",-,SAMN02937480 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428515.1 ,2.91432,37.9,-,AAAKPJ01,40,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/515/GCA_004428515.1_PDT000181550.2
"Listeria monocytogenes","PNUSAL000900",-,SAMN03013654 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428535.1 ,2.96091,37.9,-,AAAKQA01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/535/GCA_004428535.1_PDT000037838.2
"Listeria monocytogenes","VA-WGS-00296",-,SAMN02905097 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428555.1 ,3.03116,37.9,-,AAAKON01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/555/GCA_004428555.1_PDT000037363.2
"Listeria monocytogenes","PNUSAL000903",-,SAMN03013657 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428565.1 ,2.94611,37.9,-,AAAKQE01,17,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/565/GCA_004428565.1_PDT000037841.2
"Listeria monocytogenes","PNUSAL000940",-,SAMN03013689 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428595.1 ,3.04372,37.9,-,AAAKRD01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/595/GCA_004428595.1_PDT000037874.2
"Listeria monocytogenes","FDA00007521",-,SAMN02937481 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428615.1 ,2.94204,37.9,-,AAAKPG01,44,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/615/GCA_004428615.1_PDT000181568.2
"Listeria monocytogenes","FDA00007514",-,SAMN02937474 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428635.1 ,2.96281,37.9,-,AAAKPH01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/635/GCA_004428635.1_PDT000181575.2
"Listeria monocytogenes","PNUSAL000324",-,SAMN02400141 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428655.1 ,3.01542,37.9,-,AAAKPE01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/655/GCA_004428655.1_PDT000001230.3
"Listeria monocytogenes","PNUSAL000956",-,SAMN03013697 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428675.1 ,3.01986,37.9,-,AAAKRI01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/675/GCA_004428675.1_PDT000037884.2
"Listeria monocytogenes","PNUSAL000950",-,SAMN03013701 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428695.1 ,3.1975,37.9,-,AAAKRK01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/695/GCA_004428695.1_PDT000037888.2
"Listeria monocytogenes","PNUSAL000902",-,SAMN03013656 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428715.1 ,3.26504,37.9,-,AAAKQG01,36,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/715/GCA_004428715.1_PDT000037840.2
"Listeria monocytogenes","PNUSAL000899",-,SAMN03013653 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428735.1 ,2.93043,37.9,-,AAAKQB01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/735/GCA_004428735.1_PDT000037837.2
"Listeria monocytogenes","PNUSAL000955",-,SAMN03013675 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428755.1 ,3.00853,37.9,-,AAAKRF01,31,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/755/GCA_004428755.1_PDT000037878.2
"Listeria monocytogenes","PNUSAL000954",-,SAMN03013673 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428775.1 ,2.9024,37.9,-,AAAKQY01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/775/GCA_004428775.1_PDT000037877.2
"Listeria monocytogenes","MOD1_LS986",-,SAMN02990448 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428795.1 ,3.19025,37.9,-,AAAKNG01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/795/GCA_004428795.1_PDT000036947.2
"Listeria monocytogenes","MOD1_LS102",-,SAMN02769689 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428815.1 ,3.11279,37.9,-,AAAKNF01,27,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/815/GCA_004428815.1_PDT000034706.12
"Listeria monocytogenes","PNUSAL000953",-,SAMN03013658 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004428835.1 ,3.00244,37.9,-,AAAKQZ01,40,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/835/GCA_004428835.1_PDT000037876.2
"Listeria monocytogenes","CFSAN022999",-,SAMN02990229 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428855.1 ,3.09747,37.9,-,AAAKNK01,36,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/855/GCA_004428855.1_PDT000036987.2
"Listeria monocytogenes","MOD1_LS86",-,SAMN02769682 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428875.1 ,3.10209,37.9,-,AAAKNI01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/875/GCA_004428875.1_PDT000034699.12
"Listeria monocytogenes","CFSAN022995",-,SAMN02990225 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428895.1 ,3.08426,37.9,-,AAAKNP01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/895/GCA_004428895.1_PDT000036983.2
"Listeria monocytogenes","CFSAN022989",-,SAMN02990219 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428915.1 ,3.17225,37.9,-,AAAKNH01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/915/GCA_004428915.1_PDT000036977.2
"Listeria monocytogenes","FDA00008144",-,SAMN02953501 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428935.1 ,2.95975,37.9,-,AAAKNL01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/935/GCA_004428935.1_PDT000036989.2
"Listeria monocytogenes","FDA00008478",-,SAMN03135520 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428955.1 ,2.93593,37.9,-,AAAKNM01,17,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/955/GCA_004428955.1_PDT000178535.2
"Listeria monocytogenes","FDA00008143",-,SAMN02953500 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428975.1 ,2.96759,37.9,-,AAAKNJ01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/975/GCA_004428975.1_PDT000036988.2
"Listeria monocytogenes","FDA00008476",-,SAMN03135518 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004428995.1 ,2.92033,37.9,-,AAAKNN01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/428/995/GCA_004428995.1_PDT000178537.2
"Listeria monocytogenes","FDA00008494",-,SAMN03135536 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429015.1 ,3.00778,37.9,-,AAAKNV01,13,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/015/GCA_004429015.1_PDT000178571.2
"Listeria monocytogenes","FDA00008479",-,SAMN03135521 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429035.1 ,2.94112,37.9,-,AAAKNW01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/035/GCA_004429035.1_PDT000178572.2
"Listeria monocytogenes","FDA00008461",-,SAMN03135503 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429055.1 ,2.94743,37.9,-,AAAKNS01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/055/GCA_004429055.1_PDT000178539.2
"Listeria monocytogenes","FDA00008480",-,SAMN03135522 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429075.1 ,2.95885,37.9,-,AAAKNR01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/075/GCA_004429075.1_PDT000178573.2
"Listeria monocytogenes","FDA00007535",-,SAMN02937495 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429095.1 ,3.13592,37.9,-,AAAKNX01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/095/GCA_004429095.1_PDT000178765.2
"Listeria monocytogenes","FDA00004369",-,SAMN02843414 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429115.1 ,3.13395,37.9,-,AAAKNT01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/115/GCA_004429115.1_PDT000032709.4
"Listeria monocytogenes","FDA00007534",-,SAMN02937494 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429135.1 ,3.08612,37.9,-,AAAKNY01,35,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/135/GCA_004429135.1_PDT000178764.2
"Listeria monocytogenes","FDA00008477",-,SAMN03135519 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429155.1 ,2.95925,37.9,-,AAAKNZ01,14,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/155/GCA_004429155.1_PDT000178574.2
"Listeria monocytogenes","FDA00007533",-,SAMN02937493 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429175.1 ,3.20938,37.9,-,AAAKOD01,27,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/175/GCA_004429175.1_PDT000178768.2
"Listeria monocytogenes","FDA00007532",-,SAMN02937492 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429195.1 ,2.96227,37.9,-,AAAKOA01,30,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/195/GCA_004429195.1_PDT000178769.2
"Listeria monocytogenes","VA-WGS-00302",-,SAMN02950975 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429215.1 ,3.03068,37.9,-,AAAKOC01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/215/GCA_004429215.1_PDT000037246.2
"Listeria monocytogenes","FDA00007531",-,SAMN02937491 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429235.1 ,2.97342,37.9,-,AAAKOH01,61,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/235/GCA_004429235.1_PDT000178770.2
"Listeria monocytogenes","VA-WGS-00304",-,SAMN02950977 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429255.1 ,3.02968,37.9,-,AAAKOB01,13,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/255/GCA_004429255.1_PDT000037248.2
"Listeria monocytogenes","VA-WGS-00305",-,SAMN02950978 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429275.1 ,3.00403,37.9,-,AAAKOJ01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/275/GCA_004429275.1_PDT000037249.2
"Listeria monocytogenes","FDA00005838",-,SAMN02922094 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429295.1 ,3.03356,37.9,-,AAAKOF01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/295/GCA_004429295.1_PDT000178933.2
"Listeria monocytogenes","VA-WGS-00297",-,SAMN02905098 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429335.1 ,3.14077,37.9,-,AAAKOO01,23,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/335/GCA_004429335.1_PDT000037364.2
"Listeria monocytogenes","CFSAN023458",-,SAMN03002778 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429345.1 ,2.91536,37.9,-,AAAKOG01,62,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/345/GCA_004429345.1_PDT000037299.2
"Listeria monocytogenes","VA-WGS-00299",-,SAMN02950972 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429375.1 ,3.12155,37.9,-,AAAKOL01,13,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/375/GCA_004429375.1_PDT000037366.2
"Listeria monocytogenes","FDA00007526",-,SAMN02937486 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429395.1 ,2.91217,37.9,-,AAAKOQ01,41,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/395/GCA_004429395.1_PDT000181009.2
"Listeria monocytogenes","VA-WGS-00329",-,SAMN02998027 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429405.1 ,3.11,37.9,-,AAAKOP01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/405/GCA_004429405.1_PDT000037369.2
"Listeria monocytogenes","CFSAN059316",-,SAMN06213896 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429435.1 ,3.05937,37.9,-,AAAKOR01,37,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/435/GCA_004429435.1_PDT000181030.1
"Listeria monocytogenes","CFSAN059318",-,SAMN06213894 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429455.1 ,3.18921,37.9,-,AAAKOX01,29,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/455/GCA_004429455.1_PDT000181023.1
"Listeria monocytogenes","FDA00007523",-,SAMN02937483 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429475.1 ,2.95145,37.9,-,AAAKOV01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/475/GCA_004429475.1_PDT000181013.2
"Listeria monocytogenes","FDA00008474",-,SAMN03135516 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429495.1 ,3.0378,37.9,-,AAAKOY01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/495/GCA_004429495.1_PDT000181423.2
"Listeria monocytogenes","FDA00008475",-,SAMN03135517 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429515.1 ,3.06884,37.9,-,AAAKOS01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/515/GCA_004429515.1_PDT000181424.2
"Listeria monocytogenes","FDA00008468",-,SAMN03135510 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429535.1 ,3.08614,37.9,-,AAAKPD01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/535/GCA_004429535.1_PDT000181428.2
"Listeria monocytogenes","FDA00008120",-,SAMN02953937 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004429555.1 ,2.95093,37.9,-,AAAKOW01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/429/555/GCA_004429555.1_PDT000181427.2
